date,BTC Price,BTC network hashrate,Average BTC block size,NUAU - BTC,Number TX - BTC,Difficulty - BTC,TX fees - BTC,Estimated TX Volume USD - BTC,Gold in USD,Ethereum Price,Litecoin Price,Bitcoin Cash Price,Cardano Price,Nasdaq composite index,DJI
29/9/2013,134.90,1242.837548,0.110355434,54587,41741,148819199.8,19.75447388,18613584,#N/A,#N/A,2.27,#N/A,#N/A,#N/A,#N/A
28/9/2013,133.77,1265.031076,0.1176568472,60434,44660,148819199.8,27.84186309,17176512,#N/A,#N/A,2.39,#N/A,#N/A,#N/A,#N/A
27/9/2013,128.94,1302.020289,0.1253075004,66494,50429,148819199.8,82.75466408,20570062,1341,#N/A,2.4,#N/A,#N/A,3781.590088,15258.24023
26/9/2013,128.21,1265.031076,0.140398745,63157,54262,148819199.8,28.01795022,19907594,1333,#N/A,2.37,#N/A,#N/A,3787.429932,15328.29981
25/9/2013,127.38,1583.138305,0.1132000139,66539,58150,148819199.8,30.8215087,22296216,1322.75,#N/A,2.47,#N/A,#N/A,3761.100098,15273.25977
24/9/2013,126.05,1125.3579,0.1354769569,65845,63563,112628548.7,31.74116641,26370038,1314.25,#N/A,2.47,#N/A,#N/A,3768.25,15334.58984
23/9/2013,128.98,1237.33381,0.1160385296,62037,60286,112628548.7,36.37139814,19845271,1323,#N/A,2.53,#N/A,#N/A,3765.290039,15401.37988
22/9/2013,127.87,1153.351878,0.108690123,53993,52686,112628548.7,27.4817632,14591512,#N/A,#N/A,2.53,#N/A,#N/A,#N/A,#N/A
21/9/2013,126.95,1046.974763,0.1224256556,58758,53286,112628548.7,26.17798718,13680647,#N/A,#N/A,2.48,#N/A,#N/A,#N/A,#N/A
20/9/2013,129.70,1080.567536,0.1287097783,65306,58990,112628548.7,35.98775791,18543950,1349.25,#N/A,2.61,#N/A,#N/A,3774.72998,15451.08984
19/9/2013,131.37,1091.765127,0.1272311675,66398,59004,112628548.7,111.427816,27283020,1365.5,#N/A,2.55,#N/A,#N/A,3789.379883,15636.54981
18/9/2013,131.71,845.4181239,0.1819193947,65538,64383,112628548.7,303.0384485,20504733,1301,#N/A,2.6,#N/A,#N/A,3783.639893,15676.94043
17/9/2013,131.59,990.9868074,0.16682058,61057,66291,112628548.7,90.93785999,17593089,1312.25,#N/A,2.63,#N/A,#N/A,3745.699951,15529.73047
16/9/2013,130.86,946.1964433,0.1262486644,52304,50391,112628548.7,29.82849822,15807935,1324,#N/A,2.65,#N/A,#N/A,3717.850098,15494.78027
15/9/2013,129.40,1024.579581,0.1146461925,42924,46764,112628548.7,24.16845305,9903219,#N/A,#N/A,2.59,#N/A,#N/A,#N/A,#N/A
14/9/2013,135.01,933.4361707,0.09328863797,48712,47147,86933017.77,21.9094985,13379196,#N/A,#N/A,2.66,#N/A,#N/A,#N/A,#N/A
13/9/2013,132.83,907.5073882,0.1004591215,59829,48362,86933017.77,26.42562521,17487264,1318.5,#N/A,2.69,#N/A,#N/A,3722.179932,15376.05957
12/9/2013,135.55,898.8644607,0.1078467919,65300,50982,86933017.77,24.96850657,19081844,1328,#N/A,2.75,#N/A,#N/A,3715.969971,15300.63965
11/9/2013,125.89,868.6142144,0.1042081539,58672,49512,86933017.77,23.61451906,17480102,1363.75,#N/A,2.64,#N/A,#N/A,3725.01001,15326.59961
10/9/2013,127.27,803.7922581,0.1224776699,55161,53551,86933017.77,28.07548626,18426068,1358.25,#N/A,2.73,#N/A,#N/A,3729.02002,15191.05957
9/9/2013,121.86,834.0425044,0.1202137359,53474,54966,86933017.77,30.43641891,15359356,1390,#N/A,2.73,#N/A,#N/A,3706.179932,15063.12012
8/9/2013,124.13,643.8980992,0.1293392117,43712,46470,86933017.77,22.51021597,9575050,#N/A,#N/A,2.7,#N/A,#N/A,#N/A,#N/A
7/9/2013,118.89,704.3985918,0.1408412793,56635,54231,86933017.77,27.40258306,13811249,#N/A,#N/A,2.68,#N/A,#N/A,#N/A,#N/A
6/9/2013,126.49,821.0781131,0.1395085586,57620,63412,86933017.77,33.00862693,16094489,1387,#N/A,2.78,#N/A,#N/A,3660.01001,14922.5
5/9/2013,126.76,704.3985918,0.1510255732,63542,60222,86933017.77,34.00943099,25503578,1385,#N/A,2.82,#N/A,#N/A,3658.780029,14937.48047
4/9/2013,136.53,751.934693,0.1247839654,58274,51136,86933017.77,24.59734787,24707681,1390,#N/A,2.6,#N/A,#N/A,3649.040039,14930.87012
3/9/2013,135.61,604.6638454,0.1281589766,54757,50503,65750060.15,30.91428847,21059813,1399.5,#N/A,2.55,#N/A,#N/A,3612.610107,14833.95996
2/9/2013,138.63,768.0865063,0.09065323282,52118,50456,65750060.15,46.83183395,18119264,1392.25,#N/A,2.57,#N/A,#N/A,#N/A,#N/A
1/9/2013,135.14,725.5966144,0.09109107009,49046,45578,65750060.15,25.28747187,19292550,#N/A,#N/A,2.59,#N/A,#N/A,#N/A,#N/A
31/8/2013,133.09,702.7174419,0.1041519609,82290,52533,65750060.15,32.35235089,21527351,#N/A,#N/A,2.66,#N/A,#N/A,#N/A,#N/A
30/8/2013,122.35,634.0799243,0.1362909779,72629,60716,65750060.15,43.30645342,19897419,1394.75,#N/A,2.54,#N/A,#N/A,3589.870117,14810.30957
29/8/2013,122.62,647.1537372,0.1257753469,67844,61525,65750060.15,44.63568124,26852781,1407.75,#N/A,2.54,#N/A,#N/A,3620.300049,14840.9502
28/8/2013,126.48,545.8316874,0.1632754332,72494,63645,65750060.15,243.5203389,23599317,1419.5,#N/A,2.58,#N/A,#N/A,3593.350098,14824.50977
27/8/2013,120.07,562.1739535,0.1582739464,71151,61016,65750060.15,51.94695338,22789346,1419.25,#N/A,2.57,#N/A,#N/A,3578.52002,14776.12988
26/8/2013,122.11,532.7578746,0.147914553,57471,53528,65750060.15,27.45229801,15758636,1377.5,#N/A,2.58,#N/A,#N/A,3657.570068,14946.45996
25/8/2013,119.60,467.3888102,0.1393710116,48105,45094,65750060.15,30.74091178,12086159,#N/A,#N/A,2.68,#N/A,#N/A,#N/A,#N/A
24/8/2013,118.51,607.9322986,0.124880519,54649,51085,65750060.15,28.06437009,12358432,#N/A,#N/A,2.74,#N/A,#N/A,#N/A,#N/A
23/8/2013,122.00,543.0460656,0.1227293103,68764,59969,50810339.05,35.02624015,18379588,1377.5,#N/A,2.78,#N/A,#N/A,3657.790039,15010.50977
22/8/2013,123.30,525.365496,0.1236008131,70737,62772,50810339.05,37.04061907,19417003,1375.5,#N/A,2.69,#N/A,#N/A,3638.709961,14963.74023
21/8/2013,121.21,520.3139047,0.1294435112,70761,63416,50810339.05,34.14204628,21477614,1363,#N/A,2.77,#N/A,#N/A,3599.790039,14897.54981
20/8/2013,119.00,457.1690134,0.1603563267,69460,66539,50810339.05,45.78527809,21774465,1372.5,#N/A,2.82,#N/A,#N/A,3613.590088,15002.99023
19/8/2013,113.38,449.5916264,0.1659780567,65506,69938,50810339.05,37.81465044,18536956,1365,#N/A,2.8,#N/A,#N/A,3589.090088,15010.74023
18/8/2013,112.75,497.5817439,0.1143811366,42791,53134,50810339.05,44.92668611,9855148,#N/A,#N/A,2.8,#N/A,#N/A,#N/A,#N/A
17/8/2013,108.99,472.3237873,0.1303943746,58546,59253,50810339.05,29.42751688,10908216,#N/A,#N/A,2.72,#N/A,#N/A,#N/A,#N/A
16/8/2013,110.00,434.4368525,0.1654517872,69457,68301,50810339.05,45.60521477,15799075,1369.25,#N/A,2.76,#N/A,#N/A,3602.780029,15081.46973
15/8/2013,112.56,421.8078742,0.1637253847,66433,59029,50810339.05,64.02507935,18697134,1329.75,#N/A,2.74,#N/A,#N/A,3606.120117,15112.19043
14/8/2013,109.56,388.9725307,0.1457778943,60659,50484,50810339.05,43.02378882,18877399,1326.5,#N/A,2.76,#N/A,#N/A,3669.27002,15337.66016
13/8/2013,106.99,484.9527656,0.1385300606,75208,53484,50810339.05,29.55608972,27791508,1328.5,#N/A,2.66,#N/A,#N/A,3684.439941,15451.00977
12/8/2013,105.00,425.6662275,0.1031609664,70581,45811,37392766.14,24.14323112,23274506,1341,#N/A,2.69,#N/A,#N/A,3669.949951,15419.67969
11/8/2013,103.00,397.7841602,0.08205563109,43679,41059,37392766.14,33.93550069,12230280,#N/A,#N/A,2.55,#N/A,#N/A,#N/A,#N/A
10/8/2013,102.80,369.9020929,0.1135824577,52564,52040,37392766.14,29.35579481,11394420,#N/A,#N/A,2.69,#N/A,#N/A,#N/A,#N/A
9/8/2013,103.07,386.6313333,0.1078742376,57904,53241,37392766.14,45.849913,14108629,1309,#N/A,2.71,#N/A,#N/A,3660.110107,15425.50977
8/8/2013,106.75,375.4785063,0.1195927091,61019,57036,37392766.14,49.6207779,15173289,1298.25,#N/A,2.75,#N/A,#N/A,3669.120117,15498.32031
7/8/2013,106.75,327.1495897,0.1367432692,64048,57225,37392766.14,30.18051369,15577018,1282.5,#N/A,2.82,#N/A,#N/A,3654.01001,15470.66992
6/8/2013,106.72,351.314048,0.1180798818,61468,52260,37392766.14,40.53861293,17336173,1280.5,#N/A,2.84,#N/A,#N/A,3665.77002,15518.74023
5/8/2013,105.12,356.8904615,0.107996583,57924,47903,37392766.14,27.05473128,16579173,1304.75,#N/A,3,#N/A,#N/A,3692.949951,15612.12988
4/8/2013,104.95,317.8555673,0.1164649551,46413,44605,37392766.14,32.74170112,9821585,#N/A,#N/A,3.01,#N/A,#N/A,#N/A,#N/A
3/8/2013,104.50,332.7260031,0.1178744758,53305,49065,37392766.14,28.01755065,21849030,#N/A,#N/A,2.84,#N/A,#N/A,#N/A,#N/A
2/8/2013,104.86,295.2204697,0.1223069593,84776,53174,31256960.73,41.01530553,17227543,1309.25,#N/A,2.94,#N/A,#N/A,3689.590088,15658.36035
1/8/2013,106.21,287.4515099,0.1104327021,82370,45823,31256960.73,31.49185887,24802510,1315,#N/A,2.87,#N/A,#N/A,3675.73999,15628.01953
31/7/2013,107.95,309.2045972,0.1212607676,69550,51919,31256960.73,45.52101435,27961402,1314.5,#N/A,3,#N/A,#N/A,3626.370117,15499.54004
30/7/2013,101.49,287.4515099,0.09375305176,55581,39998,31256960.73,37.36421201,17436599,1324.15,#N/A,2.97,#N/A,#N/A,3616.469971,15520.58984
29/7/2013,98.60,257.929463,0.1200265138,54397,44260,31256960.73,30.87144133,18173521,1329.75,#N/A,2.94,#N/A,#N/A,3599.139893,15521.96973
28/7/2013,94.40,275.0211744,0.08366679068,37554,33111,31256960.73,19.93133624,10211744,#N/A,#N/A,2.88,#N/A,#N/A,#N/A,#N/A
27/7/2013,96.02,256.375671,0.09575757113,42750,35987,31256960.73,30.69502419,13875296,#N/A,#N/A,2.9,#N/A,#N/A,#N/A,#N/A
26/7/2013,96.95,276.5749663,0.1057802854,55955,41428,31256960.73,22.80421394,19630098,1331,#N/A,2.98,#N/A,#N/A,3613.159912,15558.83008
25/7/2013,94.50,212.8694965,0.1387748161,51978,42304,31256960.73,34.86795346,17564335,1326,#N/A,2.95,#N/A,#N/A,3605.189941,15555.61035
24/7/2013,95.56,239.2839596,0.1155159628,54521,39963,31256960.73,32.92301081,22100556,1335,#N/A,2.99,#N/A,#N/A,3579.600098,15542.24023
23/7/2013,91.60,225.2998321,0.1212194377,54206,39644,31256960.73,31.91271509,29454766,1333.5,#N/A,2.89,#N/A,#N/A,3579.27002,15567.74023
22/7/2013,92.00,279.6825502,0.08899939855,46082,37257,31256960.73,21.9931243,20691538,1327,#N/A,2.95,#N/A,#N/A,3600.389893,15545.54981
21/7/2013,89.82,253.6099029,0.08554430742,43487,36884,26162875.68,26.49400011,11557290,#N/A,#N/A,2.87,#N/A,#N/A,#N/A,#N/A
20/7/2013,92.00,243.205394,0.07695189899,44457,33626,26162875.68,21.48857703,12358753,#N/A,#N/A,2.96,#N/A,#N/A,#N/A,#N/A
19/7/2013,90.07,219.7952492,0.09578819952,48100,38020,26162875.68,33.02637011,26606654,1295.75,#N/A,2.88,#N/A,#N/A,3587.610107,15543.74023
18/7/2013,98.50,223.69694,0.1058876015,54308,41257,26162875.68,27.59409047,29876056,1283.25,#N/A,3.15,#N/A,#N/A,3611.280029,15548.54004
17/7/2013,96.71,219.7952492,0.1017694925,54355,39565,26162875.68,33.40695216,35799465,1297.25,#N/A,3.08,#N/A,#N/A,3610,15470.51953
16/7/2013,98.89,213.2924311,0.1035348613,53761,38784,26162875.68,34.01475967,21760731,1291.5,#N/A,3,#N/A,#N/A,3598.5,15451.84961
15/7/2013,93.61,222.3963764,0.09769600874,46589,36738,26162875.68,23.34949228,14831969,1284.75,#N/A,2.87,#N/A,#N/A,3607.48999,15484.25977
14/7/2013,98.70,211.9918675,0.09524608097,38740,34150,26162875.68,31.82965821,16176442,#N/A,#N/A,2.93,#N/A,#N/A,#N/A,#N/A
13/7/2013,93.99,196.3851043,0.1231212932,57072,40313,26162875.68,25.13594621,27547900,#N/A,#N/A,2.81,#N/A,#N/A,#N/A,#N/A
12/7/2013,88.98,214.5929947,0.1384662166,69663,50045,26162875.68,32.05021445,32207761,1279.75,#N/A,2.72,#N/A,#N/A,3600.080078,15464.29981
11/7/2013,88.00,249.7082121,0.0945592771,56988,41040,26162875.68,33.81696437,17778704,1285,#N/A,2.84,#N/A,#N/A,3578.300049,15460.91992
10/7/2013,76.72,181.3600287,0.1005746049,55835,39340,21335329.11,26.25884419,25504393,1256,#N/A,2.61,#N/A,#N/A,3520.76001,15291.66016
9/7/2013,76.00,213.1775775,0.09169956701,54846,41777,21335329.11,35.161138,24266100,1255.5,#N/A,2.58,#N/A,#N/A,3504.26001,15300.33984
8/7/2013,76.50,197.2688031,0.08800196391,47647,36912,21335329.11,31.43815723,14716112,1235.25,#N/A,2.71,#N/A,#N/A,3484.830078,15224.69043
7/7/2013,68.75,198.3293881,0.07209048042,37506,28865,21335329.11,17.31315056,11978048,#N/A,#N/A,2.46,#N/A,#N/A,#N/A,#N/A
6/7/2013,68.50,199.389973,0.08477125777,46957,36979,21335329.11,31.75035904,17414249,#N/A,#N/A,2.42,#N/A,#N/A,#N/A,#N/A
5/7/2013,79.99,187.7235384,0.0887788514,47699,36291,21335329.11,33.41026781,23177973,1212.75,#N/A,2.71,#N/A,#N/A,3479.379883,15135.83984
4/7/2013,78.89,180.2994437,0.08747814964,53347,34560,21335329.11,21.101607,26002648,1251.75,#N/A,2.68,#N/A,#N/A,#N/A,#N/A
3/7/2013,90.40,185.6023685,0.08630320958,53642,35351,21335329.11,29.49682754,21960742,1250,#N/A,2.85,#N/A,#N/A,3443.669922,14988.37012
2/7/2013,88.05,166.5118392,0.1182125177,56769,43264,21335329.11,37.0769864,23261977,1252.5,#N/A,2.95,#N/A,#N/A,3433.399902,14932.41016
1/7/2013,97.51,162.2694993,0.09844492619,49206,34053,21335329.11,31.95531521,19434641,1242.75,#N/A,3.01,#N/A,#N/A,3434.48999,14974.95996
30/6/2013,95.00,173.9359339,0.0887400348,41271,32994,21335329.11,19.88041027,10045786,#N/A,#N/A,2.79,#N/A,#N/A,#N/A,#N/A
29/6/2013,94.66,170.754179,0.1108693484,55499,38973,21335329.11,25.79585074,12964846,#N/A,#N/A,2.76,#N/A,#N/A,#N/A,#N/A
28/6/2013,101.74,161.5084369,0.1269486518,53524,48324,19339258.27,47.29444705,16447575,1192,#N/A,3.04,#N/A,#N/A,3403.25,14909.59961
27/6/2013,104.00,159.5857174,0.125443223,51936,46797,19339258.27,33.13590698,14300350,1232.75,#N/A,2.88,#N/A,#N/A,3401.860107,15024.49023
26/6/2013,103.33,181.6969915,0.1037145847,54518,45576,19339258.27,38.21914872,16456972,1236.25,#N/A,2.81,#N/A,#N/A,3376.219971,14910.13965
25/6/2013,102.09,142.281242,0.1325718583,50770,45588,19339258.27,36.22112769,15094760,1279,#N/A,2.85,#N/A,#N/A,3347.889893,14760.30957
24/6/2013,107.90,137.4744433,0.1267828441,48326,40963,19339258.27,37.82404209,15989758,1286.75,#N/A,3.13,#N/A,#N/A,3320.76001,14659.55957
23/6/2013,108.20,169.1993148,0.0994171446,41462,40634,19339258.27,40.63780671,11109050,#N/A,#N/A,2.9,#N/A,#N/A,#N/A,#N/A
22/6/2013,109.50,165.3538758,0.1111837542,49708,42571,19339258.27,45.58428107,11644483,#N/A,#N/A,2.86,#N/A,#N/A,#N/A,#N/A
21/6/2013,111.29,166.3152356,0.1401280034,58295,52994,19339258.27,55.51629176,20329679,1295.25,#N/A,2.33,#N/A,#N/A,3357.25,14799.40039
20/6/2013,108.25,140.3585225,0.1486888389,54530,49440,19339258.27,62.60148592,16649067,1292.5,#N/A,2.3,#N/A,#N/A,3364.639893,14758.32031
19/6/2013,107.05,120.1699679,0.1632973709,55778,46903,19339258.27,36.13715542,15008169,1372.75,#N/A,2.3,#N/A,#N/A,3443.199951,15112.19043
18/6/2013,101.95,140.3585225,0.1403009794,48967,47025,19339258.27,36.99237474,15606642,1366.75,#N/A,2.28,#N/A,#N/A,3482.179932,15318.23047
16/6/2013,99.80,145.067159,0.09346667713,37955,40076,15605632.68,29.0746919,10344457,#N/A,#N/A,2.09,#N/A,#N/A,#N/A,#N/A
15/6/2013,100.00,136.5337967,0.1045795137,52008,41531,15605632.68,37.25196643,14288283,#N/A,#N/A,2.14,#N/A,#N/A,#N/A,#N/A
14/6/2013,103.95,133.4307558,0.1248177151,60855,48124,15605632.68,38.16991619,19223868,1391.25,#N/A,2.27,#N/A,#N/A,3423.560059,15070.17969
13/6/2013,108.78,149.7217202,0.0996600581,53645,43302,15605632.68,38.93851606,14604166,1385,#N/A,2.4,#N/A,#N/A,3445.360107,15176.08008
12/6/2013,109.00,155.1520417,0.1038905048,52722,46417,15605632.68,43.47723521,18866105,1382.75,#N/A,2.41,#N/A,#N/A,3400.429932,14995.23047
11/6/2013,106.35,136.5337967,0.1247632178,57169,51208,15605632.68,47.23966648,15612185,1374.25,#N/A,2.49,#N/A,#N/A,3436.949951,15122.01953
10/6/2013,100.44,139.6368375,0.1039961126,48672,42406,15605632.68,34.19488951,16832721,1383.25,#N/A,2.38,#N/A,#N/A,3473.77002,15238.58984
9/6/2013,107.89,129.5519548,0.1244188012,45062,46237,15605632.68,36.50155661,22648459,#N/A,#N/A,2.55,#N/A,#N/A,#N/A,#N/A
8/6/2013,111.00,130.327715,0.1264491819,51054,47973,15605632.68,45.68561726,14984807,#N/A,#N/A,2.6,#N/A,#N/A,#N/A,#N/A
7/6/2013,118.97,124.8973935,0.1543548655,60504,54331,15605632.68,40.4846895,26030025,1386,#N/A,2.78,#N/A,#N/A,3469.219971,15248.12012
6/6/2013,121.90,138.0853171,0.1420154089,60098,55918,15605632.68,43.37307063,19417968,1400,#N/A,2.88,#N/A,#N/A,3424.050049,15040.62012
5/6/2013,121.40,156.7035621,0.1270962895,67477,54947,15605632.68,60.62469501,20651670,1404,#N/A,2.87,#N/A,#N/A,3401.47998,14960.58984
4/6/2013,120.74,126.8713683,0.1279204187,63518,60118,12153411.71,64.89014237,26471992,1399.5,#N/A,2.7,#N/A,#N/A,3445.26001,15177.54004
3/6/2013,122.50,126.267219,0.1163845017,58321,52048,12153411.71,49.50440017,21628574,1402.5,#N/A,2.73,#N/A,#N/A,3465.370117,15254.03027
2/6/2013,129.30,123.2464721,0.1167016123,50677,51011,12153411.71,44.65643906,13732191,#N/A,#N/A,2.83,#N/A,#N/A,#N/A,#N/A
1/6/2013,128.82,119.6215759,0.1223641646,59033,52390,12153411.71,39.3619438,12395215,#N/A,#N/A,2.94,#N/A,#N/A,#N/A,#N/A
31/5/2013,128.80,112.3717834,0.1417683017,62386,57616,12153411.71,48.95769767,21623328,1394.5,#N/A,2.97,#N/A,#N/A,3455.909912,15115.57031
30/5/2013,132.25,102.101244,0.1577686784,63212,57170,12153411.71,46.71194711,19997470,1413.5,#N/A,3.08,#N/A,#N/A,3491.300049,15324.53027
29/5/2013,129.00,101.4970947,0.1501702241,66689,54919,12153411.71,51.94317506,19647318,1382.5,#N/A,3.09,#N/A,#N/A,3467.52002,15302.79981
28/5/2013,129.77,97.87219843,0.1529599767,56871,55138,12153411.71,54.56592486,21874484,1376.5,#N/A,3.1,#N/A,#N/A,3488.889893,15409.38965
27/5/2013,133.50,103.9136922,0.1429338677,59395,52377,12153411.71,47.80327835,12042798,1390.25,#N/A,3.23,#N/A,#N/A,#N/A,#N/A
26/5/2013,131.99,97.26804906,0.1265025168,52307,39879,12153411.71,30.67004412,9320100,#N/A,#N/A,3.12,#N/A,#N/A,#N/A,#N/A
25/5/2013,133.10,103.9136922,0.1484360695,60147,55836,12153411.71,55.98522589,32328129,#N/A,#N/A,3.19,#N/A,#N/A,#N/A,#N/A
24/5/2013,126.30,90.09169674,0.1547220018,67558,55106,11187257.46,41.98819177,18356960,1390.25,#N/A,3.17,#N/A,#N/A,3459.139893,15303.09961
23/5/2013,123.80,89.53557516,0.1553410891,65171,54824,11187257.46,53.41115964,17289205,1380.5,#N/A,3.12,#N/A,#N/A,3459.419922,15294.5
22/5/2013,122.89,92.31618308,0.1506506219,65369,53981,11187257.46,55.07809707,16951340,1408.5,#N/A,3.09,#N/A,#N/A,3463.300049,15307.16992
21/5/2013,122.02,82.86211614,0.1712911209,63976,54664,11187257.46,42.99289632,18248895,1360.75,#N/A,3.19,#N/A,#N/A,3502.120117,15387.58008
20/5/2013,122.50,76.74477871,0.1589130111,56966,50093,11187257.46,49.07464086,14724464,1354.75,#N/A,3.31,#N/A,#N/A,3496.429932,15335.28027
19/5/2013,123.21,85.64272406,0.137607494,51111,47090,11187257.46,42.20084266,13956766,#N/A,#N/A,3.3,#N/A,#N/A,#N/A,#N/A
18/5/2013,123.50,81.74987297,0.1589977174,55716,51982,11187257.46,39.44980994,26655270,#N/A,#N/A,3.2,#N/A,#N/A,#N/A,#N/A
17/5/2013,118.21,89.53557516,0.1725053076,64560,60896,11187257.46,88.4985171,22302152,1368.75,#N/A,2.89,#N/A,#N/A,3498.969971,15354.40039
16/5/2013,114.22,80.6376298,0.199357138,67246,60543,11187257.46,57.87351884,24772186,1381,#N/A,2.93,#N/A,#N/A,3465.23999,15233.21973
15/5/2013,111.40,81.74987297,0.2023908654,70212,66411,11187257.46,49.64959569,33062756,1410,#N/A,2.82,#N/A,#N/A,3471.620117,15275.69043
14/5/2013,117.98,81.74987297,0.1917480028,68323,63287,11187257.46,54.66430818,23674574,1433.75,#N/A,3.28,#N/A,#N/A,3462.610107,15215.25
13/5/2013,114.82,100.1018853,0.1569850816,65440,62190,11187257.46,60.08625448,30970356,1430.75,#N/A,3.26,#N/A,#N/A,3438.790039,15091.67969
12/5/2013,115.64,89.15935203,0.1728572738,61435,69320,10076292.88,59.03344042,24398195,#N/A,#N/A,3.36,#N/A,#N/A,#N/A,#N/A
11/5/2013,117.70,87.65666632,0.1839771216,67240,70410,10076292.88,63.69813949,24070739,#N/A,#N/A,3.46,#N/A,#N/A,#N/A,#N/A
10/5/2013,112.80,83.64950443,0.1871014612,72244,67937,10076292.88,60.18777245,23437933,1426.5,#N/A,3.41,#N/A,#N/A,3436.580078,15118.49023
9/5/2013,113.20,83.14860919,0.1770251458,70728,66370,10076292.88,68.44017033,18432038,1465.5,#N/A,3.4,#N/A,#N/A,3409.169922,15082.62012
8/5/2013,109.60,81.64592348,0.1468461394,95352,47359,10076292.88,49.35342081,37158553,1468,#N/A,3.28,#N/A,#N/A,3413.27002,15105.12012
7/5/2013,112.25,88.15756155,0.159965954,89457,59215,10076292.88,45.04501941,48700263,1444.25,#N/A,3.37,#N/A,#N/A,3396.629883,15056.2002
6/5/2013,115.98,81.64592348,0.1530413715,64381,51244,10076292.88,50.99940307,32747255,1469.25,#N/A,3.59,#N/A,#N/A,3392.969971,14968.88965
5/5/2013,112.90,77.13786636,0.1502204313,55974,49419,10076292.88,38.14591919,22070654,#N/A,#N/A,3.49,#N/A,#N/A,#N/A,#N/A
3/5/2013,106.25,73.63159971,0.1753247903,70210,55859,10076292.88,49.20782248,34738967,1469.25,#N/A,3.39,#N/A,#N/A,3378.629883,14973.95996
2/5/2013,116.38,72.128914,0.1811497476,67744,57278,10076292.88,55.0843293,33019004,1469.25,#N/A,3.78,#N/A,#N/A,3340.620117,14831.58008
1/5/2013,139.00,70.62622829,0.1599597457,61672,50437,10076292.88,35.90344815,32988744,1454.75,#N/A,4.29,#N/A,#N/A,3299.129883,14700.9502
30/4/2013,144.00,74.63339018,0.176943651,60887,48795,10076292.88,54.59361391,32294820,1469,#N/A,4.4,#N/A,#N/A,3328.790039,14839.79981
29/4/2013,134.44,80.74675611,0.1336345778,73687,50009,8974296.015,35.83009291,41199388,1467.5,#N/A,4.37,#N/A,#N/A,3307.02002,14818.75
28/4/2013,135.30,74.50115066,0.1206770571,107554,40986,8974296.015,32.57042361,22605050,#N/A,#N/A,4.3,#N/A,#N/A,#N/A,#N/A
27/4/2013,0.00,70.93223327,0.1411996578,62711,48325,8974296.015,42.57794746,28298545,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A
26/4/2013,0.00,76.73172404,0.1516868791,74621,56533,8974296.015,50.84713758,34243763,1471.5,#N/A,0,#N/A,#N/A,3279.26001,14712.54981
25/4/2013,0.00,70.93223327,0.1780936643,73729,61214,8974296.015,50.77780195,39015342,1451,#N/A,0,#N/A,#N/A,3289.98999,14700.79981
24/4/2013,0.00,78.07006806,0.1911648178,85420,67982,8974296.015,79.62969215,38367160,1428.5,#N/A,0,#N/A,#N/A,3269.649902,14676.29981
23/4/2013,0.00,70.93223327,0.1602979516,72900,57304,8974296.015,42.08181801,24261348,1408,#N/A,0,#N/A,#N/A,3269.330078,14719.45996
22/4/2013,0.00,72.27057729,0.1334097415,77777,46737,8974296.015,45.88692146,19186106,1424.5,#N/A,0,#N/A,#N/A,3233.550049,14567.16992
21/4/2013,0.00,77.62395339,0.1235803626,59238,45154,8974296.015,33.70386177,19031291,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A
20/4/2013,0.00,64.68662782,0.1514742753,61190,48016,8974296.015,47.63908441,21420855,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A
19/4/2013,0.00,55.76433433,0.2184207687,87326,57863,8974296.015,52.32051628,32877553,1405.5,#N/A,0,#N/A,#N/A,3206.060059,14547.50977
18/4/2013,0.00,72.71669197,0.1431289509,72737,52605,8974296.015,75.99131193,25397077,1393.75,#N/A,0,#N/A,#N/A,3166.360107,14537.13965
17/4/2013,0.00,74.50115066,0.155839132,84698,56164,8974296.015,54.86451829,27333638,1392,#N/A,0,#N/A,#N/A,3204.669922,14618.58984
16/4/2013,0.00,69.80112177,0.1634127612,79311,65797,7672999.92,47.7076591,50172538,1380,#N/A,0,#N/A,#N/A,3264.629883,14756.78027
15/4/2013,0.00,61.02830318,0.1598622143,80731,55211,7672999.92,76.63350621,20737494,1395,#N/A,0,#N/A,#N/A,3216.48999,14599.2002
14/4/2013,0.00,62.17258387,0.1518375011,57080,53417,7672999.92,50.74181733,16832998,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A
13/4/2013,0.00,60.64687629,0.149330655,72076,55361,7672999.92,44.43812922,31942206,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A
12/4/2013,0.00,65.98685282,0.1656465586,87352,60395,7672999.92,55.21363942,37369827,1535.5,#N/A,0,#N/A,#N/A,3294.949951,14865.05957
11/4/2013,0.00,62.55401076,0.2002400654,100830,67725,7672999.92,62.23017998,82546564,1565,#N/A,0,#N/A,#N/A,3300.159912,14865.13965
10/4/2013,0.00,70.18254866,0.1738423368,102016,68820,7672999.92,69.92445334,109067750,1575,#N/A,0,#N/A,#N/A,3297.25,14802.24023
9/4/2013,0.00,64.07971834,0.1647700582,85063,61429,7672999.92,43.21464562,81522215,1577.25,#N/A,0,#N/A,#N/A,3237.860107,14673.45996
